Date,Open,High,Low,Close,Adj Close,Volume
2014-10-31,201.779999,201.820007,200.770004,201.660004,167.495071,146903000
2014-11-03,201.919998,202.449997,201.309998,201.770004,167.586349,93600000
2014-11-04,201.229996,201.600006,200.059998,201.070007,167.004990,93343000
2014-11-05,202.539993,202.589996,201.449997,202.339996,168.059830,91709000
2014-11-06,202.389999,203.259995,201.639999,203.149994,168.732590,107089000
2014-11-07,203.169998,203.600006,202.610001,203.339996,168.890381,89540000
2014-11-10,203.380005,204.039993,203.130005,203.979996,169.421967,66319000
2014-11-11,204.059998,204.309998,203.649994,204.179993,169.588043,54499400
2014-11-12,203.350006,204.240005,203.309998,203.960007,169.405334,90120300
2014-11-13,204.160004,204.830002,203.210007,204.190002,169.596375,85357900
2014-11-14,204.100006,204.490005,203.720001,204.240005,169.637894,80417500
2014-11-17,203.850006,204.580002,203.649994,204.369995,169.745895,80441000
2014-11-18,204.440002,205.919998,204.440002,205.550003,170.726028,76068100
2014-11-19,205.309998,205.550003,204.300003,205.220001,170.451935,82373000
2014-11-20,204.259995,205.710007,204.179993,205.580002,170.750870,72840300
2014-11-21,207.639999,207.839996,205.979996,206.679993,171.664520,142327300
2014-11-24,207.169998,207.389999,206.910004,207.259995,172.146240,65880800
2014-11-25,207.539993,207.789993,206.800003,207.110001,172.021683,79108300
2014-11-26,207.289993,207.759995,207.029999,207.639999,172.461868,62167800
2014-11-28,207.490005,207.869995,206.910004,207.199997,172.096466,57890100
2014-12-01,206.399994,206.539993,205.380005,205.759995,170.900391,103968400
2014-12-02,205.809998,207.339996,205.779999,207.089996,172.005112,74507200
2014-12-03,207.300003,208.149994,207.100006,207.889999,172.669540,68952000
2014-12-04,207.539993,208.270004,206.699997,207.660004,172.478516,91316600
2014-12-05,207.869995,208.470001,207.550003,208.000000,172.760895,91025500
2014-12-08,207.520004,208.119995,205.929993,206.610001,171.606400,108588200
2014-12-09,204.369995,206.600006,203.910004,206.470001,171.490112,125180100
2014-12-10,205.910004,205.979996,202.929993,203.160004,168.740891,159856400
2014-12-11,203.880005,206.190002,203.710007,204.190002,169.596375,159012800
2014-12-12,202.639999,203.820007,200.850006,200.889999,166.855530,202330200
2014-12-15,201.979996,202.529999,198.779999,199.509995,165.709290,189965800
2014-12-16,198.580002,202.399994,197.860001,197.910004,164.380341,259543800
2014-12-17,198.440002,202.339996,198.289993,201.789993,167.602997,253910100
2014-12-18,204.740005,212.970001,203.919998,206.779999,171.747650,257633900
2014-12-19,206.429993,207.330002,205.610001,206.520004,172.478378,245084600
2014-12-22,206.750000,207.470001,206.460007,207.470001,173.271744,148318900
2014-12-23,208.169998,208.229996,207.399994,207.750000,173.505585,122167900
2014-12-24,208.020004,208.339996,207.720001,207.770004,173.522339,42963400
2014-12-26,208.309998,208.850006,208.250000,208.440002,174.081879,57326700
2014-12-29,208.220001,208.970001,208.139999,208.720001,174.315735,79643900
2014-12-30,208.210007,208.369995,207.509995,207.600006,173.380325,73540800
2014-12-31,207.990005,208.190002,205.389999,205.539993,171.659943,130333800
2015-01-02,206.380005,206.880005,204.179993,205.429993,171.568024,121465900
2015-01-05,204.169998,204.369995,201.350006,201.720001,168.469589,169632600
2015-01-06,202.089996,202.720001,198.860001,199.820007,166.882767,209151400
2015-01-07,201.419998,202.720001,200.880005,202.309998,168.962326,125346700
2015-01-08,204.009995,206.160004,203.990005,205.899994,171.960541,147217800
2015-01-09,206.399994,206.419998,203.509995,204.250000,170.582504,158567300
2015-01-12,204.410004,204.600006,201.919998,202.649994,169.246262,144396100
2015-01-13,204.119995,205.479996,200.509995,202.080002,168.770203,214553300
2015-01-14,199.649994,201.100006,198.570007,200.860001,167.751297,192991100
2015-01-15,201.630005,202.009995,198.880005,199.020004,166.214645,176613900
2015-01-16,198.770004,201.820007,198.550003,201.630005,168.394440,211879600
2015-01-20,202.399994,202.720001,200.169998,202.059998,168.753540,130991100
2015-01-21,201.500000,203.660004,200.940002,203.080002,169.605423,122942700
2015-01-22,203.990005,206.259995,202.330002,206.100006,172.127625,174356000
2015-01-23,205.789993,206.100006,204.809998,204.970001,171.183868,117516800
2015-01-26,204.710007,205.559998,203.850006,205.449997,171.584747,92009700
2015-01-27,202.970001,204.119995,201.740005,202.740005,169.321457,134044600
2015-01-28,204.169998,204.289993,199.910004,200.139999,167.149979,168514300
2015-01-29,200.380005,202.300003,198.679993,201.990005,168.695068,173585400
2015-01-30,200.570007,202.169998,199.130005,199.449997,166.573746,197729700
2015-02-02,200.050003,202.029999,197.860001,201.919998,168.636551,163107000
2015-02-03,203.000000,204.850006,202.550003,204.839996,171.075272,124212900
2015-02-04,203.919998,205.380005,203.509995,204.059998,170.423889,134306700
2015-02-05,204.860001,206.300003,204.770004,206.119995,172.144287,97953200
2015-02-06,206.559998,207.240005,204.919998,205.550003,171.668320,125672000
2015-02-09,204.770004,205.639999,204.139999,204.630005,170.899948,87219000
2015-02-10,205.880005,207.119995,204.679993,206.809998,172.720566,96164200
2015-02-11,206.610001,207.449997,205.830002,206.929993,172.820801,91087800
2015-02-12,207.889999,208.990005,206.970001,208.919998,174.482697,97545900
2015-02-13,209.070007,209.839996,208.759995,209.779999,175.201035,93670400
2015-02-17,209.399994,210.320007,209.100006,210.110001,175.476593,76968200
2015-02-18,209.660004,210.220001,209.339996,210.130005,175.493256,80652900
2015-02-19,209.410004,210.419998,209.240005,209.979996,175.368027,91462500
2015-02-20,209.479996,211.330002,208.729996,211.240005,176.420334,140896400
2015-02-23,210.940002,211.210007,210.479996,211.210007,176.395309,74411100
2015-02-24,211.119995,212.050003,210.759995,211.809998,176.896408,72472300
2015-02-25,211.660004,212.240005,211.220001,211.630005,176.746109,73061700
2015-02-26,211.520004,211.710007,210.649994,211.380005,176.537338,72697900
2015-02-27,211.259995,211.580002,210.600006,210.660004,175.935989,108076000
2015-03-02,210.779999,212.059998,210.720001,211.990005,177.046753,87491400
2015-03-03,211.470001,212.050003,210.080002,211.119995,176.320129,110325800
2015-03-04,210.399994,210.490005,209.059998,210.229996,175.576843,114497200
2015-03-05,210.619995,210.800003,209.850006,210.460007,175.768875,76873000
2015-03-06,209.419998,209.940002,207.100006,207.500000,173.296829,188128000
2015-03-09,207.740005,208.789993,207.550003,208.360001,174.015106,89818900
2015-03-10,206.710007,206.809998,204.929993,204.979996,171.192245,157121300
2015-03-11,205.289993,205.500000,204.399994,204.500000,170.791336,110145700
2015-03-12,205.259995,207.179993,205.199997,207.100006,172.962814,93993500
2015-03-13,206.770004,207.929993,204.580002,205.830002,171.902145,162410900
2015-03-16,206.710007,208.690002,205.860001,208.580002,174.198776,136099200
2015-03-17,207.690002,208.419998,206.979996,207.960007,173.680984,94510400
2015-03-18,207.389999,211.270004,206.619995,210.460007,175.768875,228808500
2015-03-19,209.960007,210.470001,209.029999,209.500000,174.967148,117917300
2015-03-20,209.710007,211.020004,209.490005,210.410004,176.511581,177715100
2015-03-23,210.419998,211.110001,210.000000,210.000000,176.167648,71784500
2015-03-24,209.850006,210.399994,208.740005,208.820007,175.177750,77805300
2015-03-25,209.070007,209.350006,205.710007,205.759995,172.610718,159521700
2015-03-26,204.960007,206.369995,204.119995,205.270004,172.199692,153067200
2015-03-27,205.130005,205.949997,204.899994,205.740005,172.593979,118939000
2015-03-30,206.979996,208.610001,206.960007,208.250000,174.699570,96180400
2015-03-31,207.259995,208.100006,206.360001,206.429993,173.172806,126768700
2015-04-01,206.389999,206.419998,204.509995,205.699997,172.560349,137303600
2015-04-02,205.619995,206.979996,205.399994,206.440002,173.181137,86900900
2015-04-06,205.369995,208.449997,205.210007,207.830002,174.347229,114368200
2015-04-07,207.860001,208.759995,207.240005,207.279999,173.885834,81236300
2015-04-08,207.550003,208.509995,207.080002,207.979996,174.473068,89351900
2015-04-09,207.779999,209.179993,207.190002,208.899994,175.244888,85548900
2015-04-10,209.199997,210.089996,208.960007,210.039993,176.201172,72722900
2015-04-13,209.869995,210.630005,209.029999,209.089996,175.404221,74436600
2015-04-14,208.850006,209.710007,208.100006,209.490005,175.739777,75099900
2015-04-15,210.050003,211.039993,209.949997,210.429993,176.528366,99529300
2015-04-16,210.029999,210.979996,209.789993,210.369995,176.478027,68934900
2015-04-17,208.940002,209.229996,207.009995,207.949997,174.447861,191113200
2015-04-20,209.059998,210.250000,208.960007,209.850006,176.041763,92189500
2015-04-21,210.669998,210.860001,209.240005,209.600006,175.832047,72559800
2015-04-22,210.009995,210.850006,208.899994,210.630005,176.696152,78264600
2015-04-23,210.149994,211.940002,210.009995,211.160004,177.140747,102585900
2015-04-24,211.660004,211.970001,211.110001,211.649994,177.551788,61327400
2015-04-27,212.330002,212.479996,210.539993,210.770004,176.813629,79358100
2015-04-28,210.740005,211.500000,209.330002,211.440002,177.375641,86863500
2015-04-29,210.369995,211.289993,209.600006,210.570007,176.645752,125684900
2015-04-30,209.880005,210.350006,207.619995,208.460007,174.875732,161304900
2015-05-01,209.399994,210.770004,209.279999,210.720001,176.771606,103399700
2015-05-04,211.229996,212.020004,211.100006,211.320007,177.274979,70927200
2015-05-05,211.029999,211.460007,208.729996,208.899994,175.244888,113326200
2015-05-06,209.559998,209.929993,206.759995,208.039993,174.523422,135060200
2015-05-07,207.919998,209.380005,207.520004,208.869995,175.219666,88244900
2015-05-08,210.880005,211.860001,210.779999,211.619995,177.526627,155877300
2015-05-11,211.570007,211.889999,210.520004,210.610001,176.679367,75708100
2015-05-12,209.610001,210.630005,208.619995,209.979996,176.150848,119727600
2015-05-13,210.470001,211.220001,209.740005,210.020004,176.184387,94667900
2015-05-14,211.240005,212.320007,210.910004,212.210007,178.021591,95934000
2015-05-15,212.440002,212.610001,211.860001,212.440002,178.214508,76510100
2015-05-18,212.240005,213.399994,212.160004,213.100006,178.768188,74549700
2015-05-19,213.240005,213.570007,212.690002,213.029999,178.709503,72114600
2015-05-20,213.149994,213.779999,212.500000,212.880005,178.583618,76857500
2015-05-21,212.710007,213.750000,212.509995,213.500000,179.103745,64764600
2015-05-22,213.039993,213.539993,212.910004,212.990005,178.675949,57433500
2015-05-26,212.399994,212.910004,210.199997,210.699997,176.754822,124308600
2015-05-27,211.250000,212.979996,210.759995,212.699997,178.432648,93214000
2015-05-28,212.330002,212.589996,211.630005,212.460007,178.231293,74974600
2015-05-29,212.380005,212.429993,210.820007,211.139999,177.123993,124919600
2015-06-01,211.940002,212.339996,210.619995,211.570007,177.484680,93338800
2015-06-02,211.020004,212.190002,210.270004,211.360001,177.308548,91531000
2015-06-03,212.000000,212.669998,211.330002,211.919998,177.778305,87820900
2015-06-04,211.070007,211.860001,209.750000,210.130005,176.276627,151882800
2015-06-05,209.949997,210.580002,208.979996,209.770004,175.974655,121704700
2015-06-08,209.639999,209.820007,208.389999,208.479996,174.892532,89063300
2015-06-09,208.449997,209.100006,207.690002,208.449997,174.867355,105034700
2015-06-10,209.369995,211.410004,209.300003,210.949997,176.964600,134551300
2015-06-11,211.479996,212.089996,211.199997,211.630005,177.535019,73876400
2015-06-12,210.639999,211.479996,209.679993,210.009995,176.175995,135382400
2015-06-15,208.639999,209.449997,207.789993,209.110001,175.421021,124384200
2015-06-16,208.929993,210.350006,208.720001,210.250000,176.377350,85308200
2015-06-17,210.589996,211.320007,209.360001,210.589996,176.662552,126708600
2015-06-18,211.309998,213.339996,210.630005,212.779999,178.499710,165867900
2015-06-19,211.460007,211.550003,210.360001,210.809998,177.707382,130478700
2015-06-22,211.910004,212.589996,211.639999,211.889999,178.617798,70696000
2015-06-23,212.139999,212.440002,211.570007,212.039993,178.744156,68476800
2015-06-24,211.720001,212.169998,210.470001,210.500000,177.446045,92307300
2015-06-25,211.100006,211.250000,209.770004,209.860001,176.906540,97107400
2015-06-26,210.289993,210.580002,209.160004,209.820007,176.872818,104174800
2015-06-29,208.050003,209.830002,205.330002,205.419998,173.163727,202621300
2015-06-30,207.259995,207.320007,205.279999,205.850006,173.526199,182925100
2015-07-01,207.729996,208.029999,206.559998,207.500000,174.917114,135979900
2015-07-02,208.070007,208.270004,206.809998,207.309998,174.756912,104373700
2015-07-06,205.770004,207.649994,205.529999,206.720001,174.259583,117975400
2015-07-07,206.960007,208.169998,204.110001,208.020004,175.355469,173820200
2015-07-08,206.419998,206.759995,204.250000,204.529999,172.413483,164020100
2015-07-09,207.039993,207.350006,204.770004,204.899994,172.725372,144113100
2015-07-10,207.289993,207.979996,204.949997,207.479996,174.900223,129456900
2015-07-13,208.990005,209.899994,208.940002,209.770004,176.830658,106069400
2015-07-14,209.720001,211.050003,209.649994,210.679993,177.597794,81709600
2015-07-15,210.729996,211.279999,210.039993,210.610001,177.538727,97914100
2015-07-16,211.869995,212.300003,211.580002,212.300003,178.963394,106683300
2015-07-17,212.289993,212.550003,211.800003,212.479996,179.115097,89030000
2015-07-20,212.750000,213.179993,212.210007,212.589996,179.207840,70446800
2015-07-21,212.429993,212.740005,211.389999,211.750000,178.499710,77965000
2015-07-22,210.929993,211.770004,210.889999,211.369995,178.179428,88667900
2015-07-23,211.529999,211.649994,209.750000,210.179993,177.176270,90509100
2015-07-24,210.300003,210.369995,207.600006,208.000000,175.338608,117755000
2015-07-27,206.940002,207.550003,206.259995,206.789993,174.318634,132361100
2015-07-28,207.789993,209.500000,206.800003,209.330002,176.459793,123544800
2015-07-29,209.479996,211.039993,209.309998,210.770004,177.673630,105791300
2015-07-30,210.160004,211.020004,209.419998,210.820007,177.715775,91304400
2015-07-31,211.419998,211.449997,210.160004,210.500000,177.446045,103266900
2015-08-03,210.460007,210.529999,208.649994,209.789993,176.847519,113965700
2015-08-04,209.699997,210.250000,208.800003,209.380005,176.501877,81820800
2015-08-05,210.449997,211.309998,209.729996,210.070007,177.083542,85786800
2015-08-06,210.289993,210.419998,207.649994,208.350006,175.633621,116030800
2015-08-07,208.160004,208.339996,206.869995,207.949997,175.296478,117858000
2015-08-10,209.279999,210.669998,209.279999,210.570007,177.505020,80270700
2015-08-11,208.970001,209.470001,207.759995,208.669998,175.903381,126081400
2015-08-12,207.110001,209.139999,205.360001,208.919998,176.114090,172123700
2015-08-13,208.729996,209.550003,208.009995,208.660004,175.894943,89383300
2015-08-14,208.429993,209.509995,208.259995,209.419998,176.535614,72786500
2015-08-17,208.710007,210.589996,208.160004,210.589996,177.521896,79072600
2015-08-18,210.259995,210.679993,209.699997,209.979996,177.007706,71692700
2015-08-19,209.089996,210.009995,207.350006,208.320007,175.608383,172946000
2015-08-20,206.509995,208.289993,203.899994,203.970001,171.941391,194327900
2015-08-21,201.729996,203.940002,197.520004,197.830002,166.765564,346588500
2015-08-24,187.490005,197.479996,182.399994,189.500000,159.743546,507244300
2015-08-25,195.429993,195.449997,186.919998,187.270004,157.863739,369833100
2015-08-26,192.080002,194.789993,188.369995,194.460007,163.924728,339257000
2015-08-27,197.020004,199.419998,195.210007,199.270004,167.979431,274143900
2015-08-28,198.500000,199.839996,197.919998,199.279999,167.987854,160414400
2015-08-31,198.110001,199.130005,197.009995,197.669998,166.630661,163298800
2015-09-01,193.119995,194.770004,190.729996,191.770004,161.657135,256000400
2015-09-02,194.619995,195.460007,192.419998,195.410004,164.725571,160269300
2015-09-03,196.259995,198.050003,194.960007,195.550003,164.843582,152087800
2015-09-04,192.850006,193.860001,191.610001,192.589996,162.348343,207081000
2015-09-08,195.940002,197.610001,195.169998,197.429993,166.428391,116025700
2015-09-09,199.320007,199.470001,194.350006,194.789993,164.202896,149347700
2015-09-10,194.559998,197.220001,194.250000,195.850006,165.096481,158611100
2015-09-11,195.380005,196.820007,194.529999,196.740005,165.846649,119691200
2015-09-14,196.949997,197.009995,195.429993,196.009995,165.231339,79452000
2015-09-15,196.610001,198.990005,195.960007,198.460007,167.296616,113806200
2015-09-16,198.820007,200.410004,198.410004,200.179993,168.746552,99581600
2015-09-17,200.020004,202.889999,199.279999,199.729996,168.367172,276046600
2015-09-18,195.710007,198.679993,194.960007,195.449997,165.615799,223657500
2015-09-21,196.440002,197.679993,195.210007,196.460007,166.471649,105726200
2015-09-22,193.880005,194.460007,192.559998,193.910004,164.310913,153890900
2015-09-23,194.110001,194.669998,192.910004,193.600006,164.048203,92790600
2015-09-24,192.149994,193.449997,190.559998,192.899994,163.455124,159378800
2015-09-25,194.639999,195.000000,191.809998,192.850006,163.412704,155054800
2015-09-28,191.779999,191.910004,187.639999,188.009995,159.311493,178515900
2015-09-29,188.270004,189.740005,186.929993,188.119995,159.404694,159045600
2015-09-30,190.369995,191.830002,189.440002,191.630005,162.378876,163452000
2015-10-01,192.080002,192.490005,189.820007,192.130005,162.802567,131079000
2015-10-02,189.770004,195.029999,189.119995,195.000000,165.234558,211003300
2015-10-05,196.460007,198.740005,196.330002,198.470001,168.174850,126320800
2015-10-06,198.309998,198.979996,197.000000,197.789993,167.598633,110274500
2015-10-07,198.899994,199.830002,197.479996,199.410004,168.971344,124307300
2015-10-08,198.949997,201.550003,198.589996,201.210007,170.496582,153055200
2015-10-09,201.380005,201.899994,200.580002,201.330002,170.598297,107069200
2015-10-12,201.419998,201.759995,200.910004,201.520004,170.759277,56395600
2015-10-13,200.649994,202.160004,200.050003,200.250000,169.683151,88038700
2015-10-14,200.179993,200.869995,198.940002,199.289993,168.869690,99106200
2015-10-15,200.080002,202.360001,199.639999,202.350006,171.462570,134142200
2015-10-16,202.830002,203.289993,201.919998,203.270004,172.242142,114580100
2015-10-19,202.500000,203.369995,202.130005,203.369995,172.326920,76523900
2015-10-20,202.850006,203.839996,202.550003,203.110001,172.106583,78448500
2015-10-21,203.610001,203.789993,201.649994,201.850006,171.038925,102038000
2015-10-22,202.979996,205.509995,201.850006,205.259995,173.928421,174911700
2015-10-23,207.250000,207.949997,206.300003,207.509995,175.834930,144442300
2015-10-26,207.300003,207.369995,206.559998,207.000000,175.402802,69033000
2015-10-27,206.199997,207.000000,205.789993,206.600006,175.063873,77905800
2015-10-28,207.000000,208.979996,206.210007,208.949997,177.055130,135906700
2015-10-29,208.350006,209.270004,208.210007,208.830002,176.953430,90525500
2015-10-30,209.059998,209.440002,207.740005,207.929993,176.190826,131076900
2015-11-02,208.320007,210.619995,208.169998,210.389999,178.275345,86270800
2015-11-03,209.970001,211.660004,209.699997,211.000000,178.792206,95246100
2015-11-04,211.350006,211.500000,209.720001,210.360001,178.249985,96224500
2015-11-05,210.429993,210.979996,209.089996,210.149994,178.071945,78408700
2015-11-06,209.740005,210.320007,208.460007,210.039993,177.978714,110471500
2015-11-09,209.309998,209.490005,206.949997,208.080002,176.317932,131008700
2015-11-10,207.509995,208.600006,207.190002,208.559998,176.724655,75874600
2015-11-11,208.880005,208.940002,207.660004,207.740005,176.029785,67846000
2015-11-12,206.500000,207.059998,204.820007,204.839996,173.572495,121315200
2015-11-13,204.350006,204.669998,202.440002,202.539993,171.623550,153577100
2015-11-16,202.320007,205.690002,202.179993,205.619995,174.233414,117645200
2015-11-17,205.990005,207.039993,204.880005,205.470001,174.106293,121123700
2015-11-18,206.039993,208.899994,205.990005,208.729996,176.868774,121342500
2015-11-19,208.589996,209.050003,208.199997,208.550003,176.716187,88220500
2015-11-20,209.449997,210.119995,208.860001,209.309998,177.360229,94011500
2015-11-23,209.380005,209.979996,208.520004,209.070007,177.156815,64931200
2015-11-24,207.869995,209.830002,207.410004,209.350006,177.394104,98874400
2015-11-25,209.500000,209.740005,209.009995,209.320007,177.368622,51980100
2015-11-27,209.429993,209.800003,208.860001,209.559998,177.572037,37317800
2015-11-30,209.750000,209.889999,208.559998,208.690002,176.834824,112822700
2015-12-01,209.440002,210.820007,209.110001,210.679993,178.521103,97858400
2015-12-02,210.619995,211.000000,208.229996,208.529999,176.699249,108441300
2015-12-03,208.830002,209.149994,204.750000,205.610001,174.224976,166224200
2015-12-04,205.610001,209.970001,205.610001,209.619995,177.622879,192913900
2015-12-07,209.229996,209.729996,207.199997,208.350006,176.546707,102027100
2015-12-08,206.490005,208.289993,205.779999,206.949997,175.360413,103372400
2015-12-09,206.190002,208.679993,204.179993,205.339996,173.996216,162401500
2015-12-10,205.419998,207.429993,205.139999,205.869995,174.445267,116128900
2015-12-11,203.350006,204.139999,201.509995,201.880005,171.064346,211173300
2015-12-14,202.070007,203.050003,199.949997,202.899994,171.928604,182385200
2015-12-15,204.699997,206.110001,202.869995,205.029999,173.733475,154069600
2015-12-16,206.369995,208.389999,204.800003,208.029999,176.275589,197017000
2015-12-17,208.399994,208.479996,204.839996,204.860001,173.589478,173092500
2015-12-18,202.770004,202.929993,199.830002,200.020004,170.496887,251393500
2015-12-21,201.410004,201.880005,200.089996,201.669998,171.903412,99094300
2015-12-22,202.720001,203.850006,201.550003,203.500000,173.463318,111026200
2015-12-23,204.690002,206.070007,204.580002,206.020004,175.611313,110987200
2015-12-24,205.720001,206.330002,205.419998,205.679993,175.321518,48539600
2015-12-28,204.860001,205.259995,203.940002,205.210007,174.920914,65899900
2015-12-29,206.509995,207.789993,206.470001,207.399994,176.787689,92640700
2015-12-30,207.110001,207.210007,205.759995,205.929993,175.534576,63317700
2015-12-31,205.130005,205.889999,203.869995,203.869995,173.778641,114877900
2016-01-04,200.490005,201.029999,198.589996,201.020004,171.349319,222353500
2016-01-05,201.399994,201.899994,200.050003,201.360001,171.639160,110845800
2016-01-06,198.339996,200.059998,197.600006,198.820007,169.474075,152112600
2016-01-07,195.330002,197.440002,193.589996,194.050003,165.408173,213436100
2016-01-08,195.190002,195.850006,191.580002,191.919998,163.592514,209817200
2016-01-11,193.009995,193.410004,189.820007,192.110001,163.754456,187941300
2016-01-12,193.820007,194.550003,191.139999,193.660004,165.075699,172330500
2016-01-13,194.449997,194.860001,188.380005,188.830002,160.958633,221168900
2016-01-14,189.550003,193.259995,187.660004,191.929993,163.601028,240795600
2016-01-15,186.770004,188.759995,185.520004,187.809998,160.089172,324846400
2016-01-19,189.960007,190.110001,186.199997,188.059998,160.302231,195244400
2016-01-20,185.029999,187.500000,181.020004,185.649994,158.247940,286547800
2016-01-21,186.210007,188.869995,184.639999,186.690002,159.134476,195772900
2016-01-22,189.779999,190.759995,188.880005,190.520004,162.399185,168319600
2016-01-25,189.919998,190.149994,187.410004,187.639999,159.944244,130371700
2016-01-26,188.419998,190.529999,188.020004,190.199997,162.126389,141036800
2016-01-27,189.580002,191.559998,187.059998,188.130005,160.361954,185681700
2016-01-28,189.960007,190.199997,187.160004,189.110001,161.197281,143798800
2016-01-29,190.020004,193.880005,189.880005,193.720001,165.126831,210529300
2016-02-01,192.529999,194.580002,191.839996,193.649994,165.067154,136061600
2016-02-02,191.960007,191.970001,189.539993,190.160004,162.092255,182564900
2016-02-03,191.410004,191.779999,187.100006,191.300003,163.064026,205054900
2016-02-04,190.710007,192.750000,189.960007,191.600006,163.319702,139531800
2016-02-05,190.990005,191.669998,187.199997,187.949997,160.208511,180788300
2016-02-08,185.770004,186.119995,182.800003,185.419998,158.051895,191526700
2016-02-09,183.360001,186.940002,183.199997,185.429993,158.060425,184513100
2016-02-10,186.410004,188.339996,185.119995,185.270004,157.924103,148214100
